REL_NUM_COMP_ALUNOS;ID_MOD_ATIV_COMPLEMENTAR;IDADE_MESES;TP_SEXO;TP_COR_RACA_PRETA;ID_ZONA_RESIDENCIAL;ID_N_T_E_P;EVADIU
65.0;0.0;195.0;1.0;0.0;0.0;0.0;0
65.0;0.0;192.0;1.0;0.0;1.0;1.0;0
65.0;0.0;194.0;1.0;0.0;1.0;1.0;0
65.0;0.0;196.0;0.0;0.0;0.0;0.0;0
65.0;0.0;198.0;0.0;0.0;0.0;0.0;0
65.0;0.0;198.0;0.0;0.0;1.0;0.0;0
65.0;0.0;198.0;1.0;0.0;1.0;1.0;0
65.0;0.0;192.0;0.0;0.0;0.0;0.0;0
65.0;0.0;192.0;0.0;0.0;0.0;0.0;0
65.0;0.0;200.0;1.0;0.0;0.0;0.0;0
65.0;0.0;200.0;1.0;0.0;1.0;1.0;0
65.0;0.0;195.0;0.0;0.0;0.0;0.0;0
65.0;0.0;196.0;0.0;0.0;0.0;0.0;0
65.0;0.0;203.0;1.0;0.0;1.0;1.0;0
65.0;0.0;168.0;1.0;0.0;0.0;0.0;0
65.0;0.0;204.0;1.0;0.0;1.0;1.0;0
65.0;0.0;207.0;1.0;0.0;1.0;1.0;0
65.0;0.0;213.0;0.0;0.0;0.0;0.0;0
65.0;0.0;188.0;0.0;0.0;1.0;1.0;0
65.0;0.0;200.0;1.0;0.0;1.0;1.0;0
65.0;0.0;201.0;0.0;0.0;1.0;1.0;0
65.0;0.0;189.0;0.0;0.0;0.0;0.0;0
65.0;0.0;200.0;0.0;0.0;1.0;1.0;0
65.0;0.0;189.0;0.0;0.0;1.0;0.0;0
65.0;0.0;201.0;0.0;0.0;1.0;1.0;0
65.0;0.0;182.0;0.0;0.0;1.0;1.0;0
65.0;0.0;187.0;1.0;0.0;1.0;1.0;0
65.0;0.0;183.0;1.0;0.0;0.0;0.0;0
65.0;0.0;198.0;1.0;0.0;1.0;1.0;0
65.0;0.0;189.0;1.0;0.0;1.0;1.0;0
65.0;0.0;184.0;1.0;0.0;0.0;0.0;0
65.0;0.0;186.0;0.0;0.0;0.0;0.0;0
65.0;0.0;186.0;0.0;0.0;0.0;0.0;0
65.0;0.0;187.0;0.0;0.0;0.0;0.0;0
65.0;0.0;186.0;0.0;0.0;1.0;1.0;0
65.0;0.0;184.0;0.0;0.0;1.0;1.0;0
65.0;0.0;187.0;0.0;0.0;1.0;0.0;0
65.0;0.0;190.0;0.0;0.0;0.0;0.0;0
65.0;0.0;191.0;0.0;0.0;1.0;1.0;0
65.0;0.0;180.0;0.0;0.0;0.0;0.0;0
65.0;0.0;187.0;1.0;0.0;0.0;0.0;0
65.0;0.0;191.0;0.0;0.0;1.0;1.0;0
65.0;0.0;182.0;0.0;0.0;1.0;1.0;0
65.0;0.0;211.0;1.0;0.0;1.0;1.0;0
65.0;0.0;211.0;1.0;0.0;1.0;1.0;0
65.0;0.0;186.0;0.0;0.0;1.0;0.0;0
65.0;0.0;188.0;0.0;0.0;1.0;1.0;0
65.0;0.0;198.0;1.0;0.0;1.0;1.0;0
42.0;0.0;200.0;0.0;0.0;1.0;1.0;0
42.0;0.0;189.0;0.0;0.0;1.0;1.0;0
42.0;0.0;189.0;1.0;0.0;1.0;1.0;0
42.0;0.0;190.0;0.0;0.0;1.0;1.0;0
42.0;0.0;186.0;0.0;0.0;1.0;1.0;0
42.0;0.0;185.0;1.0;0.0;1.0;1.0;0
42.0;0.0;185.0;1.0;0.0;1.0;1.0;0
42.0;0.0;196.0;0.0;0.0;1.0;1.0;0
42.0;0.0;191.0;1.0;0.0;1.0;1.0;0
65.0;0.0;189.0;1.0;0.0;0.0;0.0;0
65.0;0.0;221.0;1.0;0.0;1.0;1.0;0
65.0;0.0;202.0;1.0;0.0;0.0;0.0;0
65.0;0.0;241.0;1.0;0.0;1.0;1.0;0
65.0;0.0;218.0;1.0;0.0;1.0;1.0;0
65.0;0.0;204.0;1.0;0.0;0.0;0.0;0
65.0;0.0;227.0;1.0;0.0;0.0;0.0;0
65.0;0.0;192.0;0.0;0.0;1.0;1.0;0
65.0;0.0;216.0;1.0;0.0;0.0;0.0;0
65.0;0.0;217.0;0.0;0.0;1.0;1.0;0
65.0;0.0;230.0;1.0;0.0;0.0;0.0;0
65.0;0.0;190.0;0.0;0.0;1.0;1.0;0
65.0;0.0;205.0;0.0;0.0;0.0;0.0;0
65.0;0.0;217.0;0.0;0.0;1.0;1.0;0
42.0;0.0;204.0;1.0;0.0;1.0;1.0;0
42.0;0.0;190.0;0.0;0.0;1.0;1.0;0
42.0;0.0;188.0;1.0;0.0;1.0;1.0;0
42.0;0.0;214.0;0.0;0.0;1.0;1.0;0
42.0;0.0;216.0;1.0;0.0;1.0;1.0;0
42.0;0.0;192.0;0.0;0.0;1.0;1.0;0
42.0;0.0;243.0;0.0;0.0;1.0;1.0;0
136.0;0.0;199.0;0.0;0.0;1.0;1.0;0
136.0;0.0;212.0;0.0;0.0;1.0;0.0;0
136.0;0.0;201.0;0.0;0.0;0.0;0.0;0
136.0;0.0;190.0;0.0;0.0;1.0;1.0;0
136.0;0.0;207.0;0.0;0.0;0.0;0.0;0
136.0;0.0;230.0;1.0;0.0;1.0;0.0;0
136.0;0.0;192.0;1.0;0.0;1.0;1.0;0
144.0;1.0;193.0;1.0;0.0;1.0;1.0;0
144.0;1.0;193.0;0.0;0.0;1.0;1.0;0
144.0;1.0;205.0;1.0;0.0;1.0;1.0;0
144.0;1.0;191.0;1.0;0.0;1.0;1.0;0
144.0;1.0;192.0;0.0;0.0;1.0;1.0;0
144.0;1.0;190.0;1.0;0.0;1.0;1.0;0
241.0;1.0;216.0;1.0;0.0;0.0;0.0;0
241.0;1.0;217.0;1.0;0.0;0.0;0.0;0
241.0;1.0;212.0;0.0;0.0;0.0;1.0;0
241.0;1.0;192.0;0.0;0.0;0.0;0.0;0
76.0;0.0;196.0;1.0;0.0;1.0;1.0;0
76.0;0.0;210.0;0.0;0.0;1.0;1.0;0
74.0;0.0;202.0;0.0;0.0;0.0;0.0;0
76.0;0.0;192.0;0.0;0.0;0.0;0.0;0
74.0;0.0;196.0;0.0;0.0;0.0;0.0;0
69.0;0.0;193.0;1.0;0.0;0.0;0.0;0
69.0;0.0;217.0;1.0;0.0;0.0;0.0;0
74.0;0.0;202.0;0.0;0.0;0.0;0.0;0
69.0;0.0;215.0;1.0;0.0;0.0;0.0;0
74.0;0.0;193.0;0.0;0.0;1.0;1.0;0
69.0;0.0;214.0;0.0;0.0;0.0;0.0;0
74.0;0.0;207.0;0.0;0.0;0.0;0.0;0
69.0;0.0;192.0;0.0;0.0;0.0;0.0;0
69.0;0.0;195.0;1.0;0.0;0.0;0.0;0
69.0;0.0;177.0;0.0;0.0;0.0;0.0;0
74.0;0.0;199.0;0.0;0.0;1.0;1.0;0
74.0;0.0;216.0;0.0;0.0;0.0;0.0;0
69.0;0.0;197.0;0.0;0.0;1.0;1.0;0
69.0;0.0;195.0;0.0;0.0;0.0;0.0;0
69.0;0.0;199.0;1.0;0.0;0.0;0.0;0
74.0;0.0;194.0;1.0;0.0;1.0;1.0;0
69.0;0.0;195.0;1.0;0.0;0.0;0.0;0
69.0;0.0;201.0;1.0;0.0;0.0;0.0;0
74.0;0.0;198.0;0.0;0.0;0.0;0.0;0
74.0;0.0;193.0;0.0;0.0;1.0;1.0;0
69.0;0.0;219.0;1.0;0.0;0.0;0.0;0
74.0;0.0;197.0;0.0;0.0;1.0;1.0;0
69.0;0.0;202.0;0.0;0.0;0.0;0.0;0
74.0;0.0;203.0;1.0;0.0;0.0;0.0;0
69.0;0.0;192.0;1.0;0.0;0.0;0.0;0
74.0;0.0;209.0;0.0;0.0;0.0;0.0;0
69.0;0.0;205.0;0.0;0.0;1.0;1.0;0
74.0;0.0;195.0;0.0;0.0;0.0;0.0;0
69.0;0.0;208.0;1.0;0.0;0.0;0.0;0
74.0;0.0;199.0;0.0;0.0;1.0;1.0;0
69.0;0.0;203.0;0.0;0.0;0.0;0.0;0
74.0;0.0;201.0;0.0;0.0;0.0;0.0;0
69.0;0.0;195.0;0.0;0.0;0.0;0.0;0
74.0;0.0;194.0;0.0;0.0;1.0;1.0;0
74.0;0.0;207.0;0.0;0.0;1.0;1.0;0
74.0;0.0;181.0;0.0;0.0;1.0;0.0;0
74.0;0.0;208.0;1.0;0.0;0.0;0.0;0
74.0;0.0;226.0;0.0;0.0;0.0;1.0;0
69.0;0.0;209.0;1.0;0.0;0.0;0.0;0
69.0;0.0;204.0;0.0;0.0;0.0;0.0;0
69.0;0.0;195.0;0.0;0.0;1.0;1.0;0
69.0;0.0;200.0;0.0;0.0;0.0;0.0;0
69.0;0.0;186.0;0.0;0.0;0.0;0.0;0
69.0;0.0;187.0;0.0;0.0;0.0;0.0;0
69.0;0.0;206.0;0.0;0.0;0.0;0.0;0
65.0;0.0;185.0;0.0;0.0;0.0;0.0;0
65.0;0.0;205.0;0.0;0.0;0.0;0.0;0
65.0;0.0;188.0;0.0;0.0;1.0;1.0;0
65.0;0.0;188.0;1.0;0.0;1.0;1.0;0
65.0;0.0;202.0;1.0;0.0;1.0;1.0;0
65.0;0.0;203.0;0.0;0.0;0.0;0.0;0
65.0;0.0;203.0;1.0;0.0;1.0;0.0;0
65.0;0.0;204.0;1.0;0.0;1.0;1.0;0
65.0;0.0;198.0;0.0;0.0;1.0;1.0;0
42.0;0.0;214.0;0.0;0.0;0.0;0.0;0
42.0;0.0;219.0;1.0;0.0;0.0;0.0;0
42.0;0.0;228.0;1.0;0.0;0.0;0.0;0
42.0;0.0;210.0;1.0;0.0;1.0;1.0;0
42.0;0.0;212.0;1.0;0.0;0.0;0.0;0
42.0;0.0;224.0;1.0;0.0;0.0;0.0;0
42.0;0.0;210.0;0.0;0.0;0.0;0.0;0
42.0;0.0;220.0;0.0;0.0;0.0;0.0;0
42.0;0.0;202.0;0.0;0.0;0.0;0.0;0
42.0;0.0;192.0;0.0;0.0;0.0;0.0;0
42.0;0.0;198.0;1.0;0.0;0.0;0.0;0
42.0;0.0;183.0;0.0;0.0;0.0;0.0;0
42.0;0.0;198.0;1.0;0.0;0.0;0.0;0
42.0;0.0;192.0;1.0;0.0;0.0;0.0;0
42.0;0.0;205.0;0.0;0.0;0.0;0.0;0
42.0;0.0;180.0;0.0;0.0;0.0;0.0;0
42.0;0.0;173.0;1.0;0.0;0.0;0.0;0
42.0;0.0;215.0;1.0;0.0;0.0;0.0;0
42.0;0.0;214.0;0.0;0.0;0.0;0.0;0
42.0;0.0;197.0;1.0;0.0;0.0;0.0;0
42.0;0.0;218.0;0.0;0.0;0.0;0.0;0
65.0;0.0;197.0;1.0;0.0;0.0;0.0;0
65.0;0.0;197.0;0.0;0.0;0.0;0.0;0
65.0;0.0;183.0;1.0;0.0;1.0;1.0;0
65.0;0.0;190.0;0.0;0.0;1.0;1.0;0
65.0;0.0;200.0;0.0;0.0;1.0;1.0;0
65.0;0.0;186.0;0.0;0.0;1.0;1.0;0
65.0;0.0;202.0;1.0;0.0;1.0;1.0;0
65.0;0.0;192.0;0.0;0.0;1.0;1.0;0
65.0;0.0;189.0;1.0;0.0;1.0;1.0;0
65.0;0.0;199.0;0.0;0.0;0.0;0.0;0
65.0;0.0;201.0;0.0;0.0;1.0;1.0;0
65.0;0.0;199.0;1.0;0.0;1.0;1.0;0
65.0;0.0;197.0;1.0;0.0;0.0;0.0;0
65.0;0.0;203.0;1.0;0.0;1.0;1.0;0
65.0;0.0;204.0;0.0;0.0;1.0;1.0;0
65.0;0.0;193.0;1.0;0.0;1.0;1.0;0
65.0;0.0;196.0;1.0;0.0;0.0;0.0;0
65.0;0.0;188.0;0.0;0.0;0.0;0.0;0
65.0;0.0;190.0;0.0;0.0;1.0;1.0;0
65.0;0.0;191.0;0.0;0.0;0.0;0.0;0
65.0;0.0;203.0;1.0;0.0;0.0;0.0;0
65.0;0.0;207.0;0.0;0.0;1.0;1.0;0
65.0;0.0;186.0;0.0;0.0;0.0;0.0;0
65.0;0.0;186.0;0.0;0.0;1.0;1.0;0
65.0;0.0;195.0;0.0;0.0;0.0;0.0;0
74.0;0.0;207.0;1.0;0.0;1.0;0.0;0
69.0;0.0;193.0;1.0;0.0;1.0;1.0;0
69.0;0.0;195.0;1.0;0.0;1.0;1.0;0
69.0;0.0;189.0;0.0;0.0;1.0;1.0;0
69.0;0.0;186.0;1.0;0.0;1.0;1.0;0
69.0;0.0;190.0;0.0;0.0;1.0;1.0;0
69.0;0.0;191.0;1.0;0.0;1.0;1.0;0
69.0;0.0;192.0;1.0;0.0;1.0;1.0;0
69.0;0.0;250.0;0.0;0.0;1.0;1.0;0
69.0;0.0;183.0;0.0;0.0;1.0;1.0;0
69.0;0.0;205.0;0.0;0.0;1.0;1.0;0
69.0;0.0;187.0;0.0;0.0;1.0;1.0;0
69.0;0.0;201.0;0.0;0.0;0.0;0.0;0
69.0;0.0;194.0;1.0;0.0;1.0;1.0;0
69.0;0.0;189.0;0.0;0.0;0.0;0.0;0
69.0;0.0;205.0;0.0;0.0;1.0;1.0;0
69.0;0.0;205.0;1.0;0.0;0.0;0.0;0
69.0;0.0;184.0;1.0;0.0;1.0;1.0;0
69.0;0.0;192.0;0.0;0.0;1.0;1.0;0
69.0;0.0;184.0;0.0;0.0;0.0;0.0;0
69.0;0.0;190.0;0.0;0.0;0.0;0.0;0
69.0;0.0;201.0;0.0;0.0;0.0;0.0;0
69.0;0.0;194.0;0.0;0.0;1.0;1.0;0
69.0;0.0;198.0;0.0;0.0;1.0;1.0;0
69.0;0.0;200.0;0.0;0.0;1.0;1.0;0
69.0;0.0;186.0;0.0;0.0;1.0;1.0;0
69.0;0.0;190.0;0.0;0.0;1.0;1.0;0
69.0;0.0;215.0;0.0;0.0;1.0;1.0;0
69.0;0.0;197.0;0.0;0.0;1.0;1.0;0
69.0;0.0;191.0;1.0;0.0;1.0;1.0;0
69.0;0.0;181.0;1.0;0.0;1.0;1.0;0
69.0;0.0;184.0;1.0;0.0;1.0;1.0;0
69.0;0.0;184.0;0.0;0.0;1.0;1.0;0
69.0;0.0;185.0;1.0;0.0;1.0;1.0;0
69.0;0.0;188.0;0.0;0.0;1.0;1.0;0
69.0;0.0;192.0;1.0;0.0;1.0;1.0;0
69.0;0.0;186.0;0.0;0.0;0.0;0.0;0
69.0;0.0;190.0;1.0;0.0;1.0;1.0;0
69.0;0.0;207.0;1.0;0.0;1.0;1.0;0
76.0;0.0;196.0;0.0;0.0;1.0;1.0;0
76.0;0.0;195.0;1.0;0.0;1.0;1.0;0
76.0;0.0;202.0;1.0;0.0;1.0;1.0;0
76.0;0.0;219.0;0.0;0.0;1.0;1.0;0
76.0;0.0;245.0;0.0;0.0;0.0;0.0;0
76.0;0.0;209.0;1.0;0.0;1.0;1.0;0
76.0;0.0;192.0;1.0;0.0;1.0;1.0;0
74.0;0.0;194.0;1.0;0.0;0.0;0.0;0
74.0;0.0;204.0;1.0;0.0;0.0;0.0;0
74.0;0.0;215.0;0.0;0.0;1.0;1.0;0
74.0;0.0;214.0;0.0;0.0;0.0;0.0;0
74.0;0.0;206.0;1.0;0.0;1.0;1.0;0
74.0;0.0;185.0;1.0;0.0;1.0;1.0;0
76.0;0.0;192.0;1.0;0.0;1.0;1.0;0
76.0;0.0;204.0;1.0;0.0;1.0;1.0;0
69.0;0.0;247.0;0.0;0.0;0.0;0.0;0
69.0;0.0;212.0;0.0;0.0;0.0;0.0;0
69.0;0.0;197.0;1.0;0.0;0.0;0.0;0
69.0;0.0;221.0;0.0;0.0;0.0;0.0;0
69.0;0.0;182.0;0.0;0.0;0.0;0.0;0
69.0;0.0;184.0;1.0;0.0;0.0;0.0;0
69.0;0.0;211.0;1.0;0.0;0.0;0.0;0
69.0;0.0;204.0;1.0;0.0;0.0;0.0;0
69.0;0.0;213.0;1.0;0.0;0.0;0.0;0
69.0;0.0;214.0;0.0;0.0;1.0;1.0;0
69.0;0.0;186.0;0.0;0.0;1.0;1.0;0
69.0;0.0;178.0;1.0;0.0;1.0;1.0;0
69.0;0.0;198.0;1.0;0.0;1.0;0.0;0
69.0;0.0;204.0;0.0;0.0;0.0;1.0;0
69.0;0.0;199.0;0.0;0.0;1.0;0.0;0
76.0;0.0;189.0;1.0;0.0;1.0;1.0;0
76.0;0.0;219.0;0.0;0.0;1.0;1.0;0
76.0;0.0;217.0;0.0;0.0;1.0;1.0;0
76.0;0.0;188.0;0.0;0.0;0.0;0.0;0
76.0;0.0;193.0;1.0;0.0;0.0;0.0;0
76.0;0.0;175.0;1.0;0.0;1.0;1.0;0
76.0;0.0;192.0;0.0;0.0;0.0;0.0;0
76.0;0.0;193.0;0.0;0.0;1.0;1.0;0
76.0;0.0;177.0;1.0;0.0;1.0;1.0;0
76.0;0.0;196.0;1.0;0.0;1.0;1.0;0
76.0;0.0;181.0;0.0;0.0;0.0;0.0;0
76.0;0.0;213.0;1.0;0.0;1.0;1.0;0
76.0;0.0;184.0;1.0;0.0;1.0;1.0;0
76.0;0.0;190.0;0.0;0.0;0.0;0.0;0
76.0;0.0;188.0;0.0;0.0;1.0;1.0;0
76.0;0.0;206.0;0.0;0.0;0.0;0.0;0
76.0;0.0;199.0;0.0;0.0;1.0;1.0;0
76.0;0.0;190.0;0.0;0.0;0.0;0.0;0
76.0;0.0;201.0;1.0;0.0;0.0;1.0;0
76.0;0.0;199.0;0.0;0.0;1.0;1.0;0
76.0;0.0;184.0;0.0;0.0;1.0;1.0;0
76.0;0.0;192.0;0.0;0.0;1.0;1.0;0
76.0;0.0;184.0;0.0;0.0;1.0;1.0;0
76.0;0.0;196.0;1.0;0.0;0.0;0.0;0
76.0;0.0;190.0;0.0;0.0;0.0;0.0;0
76.0;0.0;188.0;0.0;0.0;1.0;1.0;0
76.0;0.0;187.0;0.0;0.0;1.0;1.0;0
74.0;0.0;210.0;0.0;0.0;1.0;0.0;0
74.0;0.0;183.0;1.0;0.0;1.0;1.0;0
74.0;0.0;195.0;1.0;0.0;1.0;1.0;0
74.0;0.0;210.0;1.0;0.0;1.0;1.0;0
43.0;0.0;190.0;1.0;0.0;0.0;0.0;0
43.0;0.0;197.0;1.0;0.0;0.0;0.0;0
43.0;0.0;189.0;0.0;0.0;1.0;1.0;0
43.0;0.0;196.0;0.0;0.0;0.0;0.0;0
43.0;0.0;204.0;1.0;0.0;0.0;0.0;0
43.0;0.0;197.0;1.0;0.0;0.0;0.0;0
43.0;0.0;196.0;0.0;0.0;0.0;0.0;0
43.0;0.0;206.0;0.0;0.0;1.0;1.0;0
43.0;0.0;182.0;0.0;0.0;1.0;0.0;0
241.0;1.0;181.0;0.0;0.0;0.0;1.0;0
241.0;1.0;204.0;0.0;0.0;0.0;0.0;0
241.0;1.0;216.0;1.0;0.0;0.0;1.0;0
136.0;0.0;192.0;0.0;0.0;1.0;1.0;0
136.0;0.0;185.0;0.0;0.0;1.0;1.0;0
136.0;0.0;200.0;0.0;0.0;1.0;1.0;0
136.0;0.0;202.0;1.0;0.0;1.0;1.0;0
136.0;0.0;201.0;0.0;0.0;1.0;0.0;0
38.0;0.0;191.0;0.0;0.0;0.0;0.0;0
38.0;0.0;198.0;0.0;0.0;0.0;0.0;0
38.0;0.0;189.0;0.0;0.0;0.0;0.0;0
38.0;0.0;187.0;0.0;0.0;0.0;0.0;0
241.0;1.0;213.0;0.0;0.0;0.0;1.0;0
38.0;0.0;190.0;1.0;0.0;1.0;1.0;0
241.0;1.0;185.0;1.0;0.0;0.0;0.0;0
38.0;0.0;197.0;0.0;0.0;1.0;1.0;0
241.0;1.0;210.0;1.0;0.0;0.0;0.0;0
38.0;0.0;199.0;1.0;0.0;0.0;0.0;0
38.0;0.0;205.0;1.0;0.0;0.0;0.0;0
38.0;0.0;208.0;0.0;0.0;0.0;0.0;0
38.0;0.0;200.0;0.0;0.0;0.0;0.0;0
38.0;0.0;176.0;1.0;0.0;0.0;0.0;0
38.0;0.0;194.0;1.0;0.0;0.0;0.0;0
38.0;0.0;192.0;0.0;0.0;0.0;0.0;0
38.0;0.0;200.0;1.0;0.0;0.0;0.0;0
38.0;0.0;183.0;0.0;0.0;1.0;1.0;0
38.0;0.0;178.0;1.0;0.0;0.0;0.0;0
38.0;0.0;178.0;0.0;0.0;1.0;1.0;0
38.0;0.0;199.0;0.0;0.0;0.0;0.0;0
38.0;0.0;204.0;0.0;0.0;1.0;1.0;0
38.0;0.0;187.0;0.0;0.0;1.0;1.0;0
38.0;0.0;194.0;1.0;0.0;0.0;0.0;0
38.0;0.0;199.0;1.0;0.0;0.0;0.0;0
38.0;0.0;214.0;1.0;0.0;0.0;0.0;0
38.0;0.0;206.0;0.0;0.0;0.0;0.0;0
38.0;0.0;198.0;0.0;0.0;0.0;0.0;0
38.0;0.0;197.0;1.0;0.0;0.0;0.0;0
38.0;0.0;199.0;1.0;0.0;0.0;0.0;0
38.0;0.0;203.0;0.0;0.0;0.0;0.0;0
38.0;0.0;187.0;1.0;0.0;0.0;0.0;0
38.0;0.0;193.0;1.0;0.0;1.0;1.0;0
38.0;0.0;185.0;1.0;0.0;0.0;0.0;0
38.0;0.0;191.0;1.0;0.0;0.0;0.0;0
38.0;0.0;204.0;0.0;0.0;0.0;0.0;0
38.0;0.0;185.0;1.0;0.0;0.0;0.0;0
38.0;0.0;202.0;1.0;0.0;0.0;0.0;0
38.0;0.0;203.0;1.0;0.0;1.0;1.0;0
38.0;0.0;191.0;0.0;0.0;1.0;1.0;0
38.0;0.0;179.0;0.0;0.0;0.0;0.0;0
38.0;0.0;184.0;0.0;0.0;0.0;0.0;0
74.0;0.0;212.0;1.0;0.0;1.0;1.0;0
74.0;0.0;205.0;1.0;0.0;1.0;1.0;0
74.0;0.0;212.0;0.0;0.0;0.0;0.0;0
74.0;0.0;213.0;0.0;0.0;0.0;1.0;0
74.0;0.0;199.0;0.0;0.0;1.0;1.0;0
74.0;0.0;221.0;1.0;0.0;1.0;1.0;0
74.0;0.0;176.0;1.0;0.0;1.0;1.0;0
74.0;0.0;209.0;0.0;0.0;0.0;0.0;0
74.0;0.0;185.0;0.0;0.0;0.0;0.0;0
74.0;0.0;169.0;1.0;0.0;1.0;1.0;0
74.0;0.0;207.0;1.0;0.0;1.0;1.0;0
74.0;0.0;212.0;1.0;0.0;1.0;1.0;0
74.0;0.0;176.0;1.0;0.0;1.0;1.0;0
74.0;0.0;216.0;0.0;0.0;1.0;1.0;0
74.0;0.0;207.0;0.0;0.0;1.0;1.0;0
74.0;0.0;209.0;0.0;0.0;0.0;0.0;0
42.0;0.0;184.0;0.0;0.0;0.0;0.0;0
42.0;0.0;196.0;0.0;0.0;0.0;0.0;0
42.0;0.0;174.0;0.0;0.0;0.0;0.0;0
161.0;0.0;180.0;1.0;0.0;1.0;1.0;0
65.0;0.0;198.0;0.0;0.0;0.0;0.0;0
161.0;0.0;181.0;0.0;0.0;1.0;1.0;0
65.0;0.0;192.0;0.0;0.0;1.0;1.0;0
65.0;0.0;182.0;0.0;0.0;0.0;0.0;0
161.0;0.0;219.0;0.0;0.0;0.0;1.0;0
65.0;0.0;187.0;0.0;0.0;0.0;0.0;0
65.0;0.0;186.0;0.0;0.0;1.0;1.0;0
65.0;0.0;221.0;1.0;0.0;1.0;1.0;0
65.0;0.0;200.0;1.0;0.0;1.0;1.0;0
74.0;0.0;205.0;0.0;0.0;1.0;1.0;0
74.0;0.0;215.0;0.0;0.0;0.0;0.0;0
74.0;0.0;213.0;0.0;0.0;1.0;1.0;0
74.0;0.0;213.0;0.0;0.0;1.0;1.0;0
74.0;0.0;207.0;0.0;0.0;1.0;1.0;0
74.0;0.0;219.0;1.0;0.0;1.0;1.0;0
161.0;0.0;196.0;1.0;0.0;1.0;1.0;0
161.0;0.0;186.0;1.0;0.0;1.0;1.0;0
161.0;0.0;185.0;0.0;0.0;1.0;1.0;0
161.0;0.0;183.0;0.0;0.0;0.0;0.0;0
161.0;0.0;190.0;1.0;0.0;1.0;1.0;0
161.0;0.0;196.0;1.0;0.0;0.0;0.0;0
161.0;0.0;427.0;0.0;0.0;0.0;0.0;0
161.0;0.0;182.0;0.0;0.0;0.0;0.0;0
161.0;0.0;193.0;1.0;0.0;0.0;0.0;0
